"DATA_YEAR","PROPERTY_ID","INCIDENT_ID","PROP_LOSS_ID","STOLEN_COUNT","RECOVERED_COUNT"
2017,96657527,90871561,6,,
2017,96659731,90873890,6,,
2017,96659781,90873955,7,,
2017,96660237,90874447,7,,
2017,96660642,90874840,7,,
2017,96661317,90875619,7,,
2017,96661315,90875619,1,,
2017,96661432,90875728,3,,
2017,96661871,90876188,7,,
2017,96661946,90876323,4,,
2017,96662029,90876400,7,,
2017,96662129,90876488,7,,
2017,96662124,90876488,5,,
2017,96662431,90876864,5,,1
2017,96662444,90876864,7,1,
2017,96662531,90876948,1,,
2017,96662616,90877043,6,,
2017,96662905,90877359,7,,
2017,96685837,90901026,7,1,
2017,96685841,90901026,5,,1
2017,96686046,90901232,6,,
2017,96686118,90901299,7,1,
2017,96686121,90901299,5,,1
2017,96686393,90901589,6,,
2017,96686513,90901706,5,,
2017,96686511,90901706,7,,
2017,96690364,90905560,5,,1
2017,96690362,90905560,7,1,
2017,96690557,90905745,4,,
2017,96690625,90905822,4,,
2017,96690787,90905988,7,,
2017,96690789,90905988,5,,
2017,96691720,90906970,7,,
2017,96691721,90906970,5,,
2017,96691909,90907223,7,,
2017,96691970,90907296,7,,
2017,96691997,90907327,7,,
2017,96692340,90907730,7,,
2017,100221406,94803883,5,,1
2017,100221403,94803883,7,1,
2017,100221659,94804130,7,,
2017,100221858,94804342,7,,
2017,100222214,94804709,7,,
2017,100222219,94804709,5,,
2017,94863002,88931322,7,,
2017,94863405,88931740,7,,
2017,94863486,88931824,5,,
2017,94863482,88931824,7,,
2017,94863607,88931959,7,,
2017,94864041,88932558,7,,
2017,94864121,88932675,6,,
2017,94864316,88932864,7,,
2017,94864348,88932889,7,,
2017,94864401,88932953,7,,
2017,94864441,88932978,4,,
2017,94864475,88933025,7,,
2017,94864600,88933128,7,,
2017,94864766,88933286,6,,
2017,94865049,88933547,7,,
2017,94865108,88933592,7,,
2017,94865289,88933805,7,,
2017,94865464,88933991,4,,
2017,94865553,88934086,4,,
2017,94865609,88934144,7,,
2017,94865667,88934233,7,,
2017,94865888,88934492,7,,
2017,94866009,88934623,7,,
2017,94866050,88934671,5,,1
2017,94866049,88934671,7,1,
2017,94866096,88934721,7,1,
2017,94866104,88934721,5,,1
2017,94866369,88935013,6,,
2017,94866488,88935149,7,,
2017,94866553,88935213,4,,
2017,94866601,88935265,7,,
2017,94866913,88935580,6,,
2017,94867002,88935683,7,,
2017,94867140,88935830,1,,
2017,94867206,88935899,4,,
2017,94867351,88936059,4,,
2017,94867426,88936157,5,,
2017,94867422,88936157,7,,
2017,94867866,88936654,7,,
2017,94868081,88936888,4,,
2017,94868157,88936954,7,,
2017,94868178,88936983,6,,
2017,94868189,88936999,7,,
2017,94868208,88937016,7,1,
2017,94868357,88937165,7,,
2017,94868556,88937361,7,,
2017,94868641,88937444,7,,
2017,94868701,88937495,1,,
2017,94868818,88937620,7,,
2017,94868906,88937719,7,,
2017,94869027,88937824,7,,
2017,94869156,88937941,7,,
2017,94869186,88937970,5,,
2017,94869183,88937970,7,,
2017,94869284,88938064,1,,
2017,94869380,88938166,7,,
2017,95371303,89492859,7,,
2017,95371623,89493190,4,,
2017,95371763,89493329,7,,
2017,95372060,89493647,1,,
2017,95372358,89493946,1,,
2017,95372732,89494332,7,,
2017,95372766,89494366,7,,
2017,95372900,89494497,7,,
2017,95372942,89494542,7,,
2017,95372966,89494565,7,,
2017,95373064,89494661,7,,
2017,95373092,89494688,7,,
2017,95373087,89494688,5,,
2017,95373785,89495319,7,,
2017,95373842,89495375,7,,
2017,95373877,89495407,4,,
2017,95373946,89495473,7,,
2017,95374102,89495644,6,,
2017,95374341,89495897,1,,
2017,95374647,89496246,4,,
2017,95375756,89497362,5,,
2017,95375751,89497362,7,,
2017,95375987,89497602,7,,
2017,95376246,89497858,5,,
2017,95376242,89497858,7,,
2017,95376277,89497887,6,,
2017,95396094,89518227,7,,
2017,95396214,89518332,5,,1
2017,95396213,89518332,7,1,
2017,95396507,89518619,7,,
2017,95396544,89518649,7,,
2017,95396655,89518790,7,,
2017,95396837,89518961,7,,
2017,95396876,89519018,4,,
2017,95397121,89519280,1,,
2017,95397129,89519293,7,,
2017,95397130,89519293,5,,
2017,95397296,89519476,7,,
2017,95397506,89519736,3,,
2017,95397569,89519797,7,,
2017,95397623,89519858,7,,
2017,95397671,89519905,1,,
2017,95397670,89519905,4,,
2017,95398122,89520403,7,,
2017,95398298,89520571,7,,
2017,95398530,89520801,1,,
2017,95398528,89520801,6,,
2017,95399028,89521347,7,,
2017,95399272,89521613,6,,
2017,95399633,89521994,7,,
2017,95399980,89522389,7,,
2017,95400004,89522414,7,,
2017,95400091,89522521,7,,
2017,95400425,89522900,5,,1
2017,95400418,89522900,7,1,
2017,95400564,89523070,7,,
2017,95400569,89523070,5,,
2017,95400668,89523167,7,,
2017,95400884,89523415,4,,
2017,95400920,89523482,7,,
2017,95401159,89523752,7,1,
2017,95401162,89523752,5,,1
2017,95402186,89525059,7,,
2017,95402313,89525206,5,,1
2017,95402310,89525206,7,1,
2017,95402358,89525253,7,,
2017,95402648,89525589,3,,
2017,95402798,89525749,7,,
2017,95402896,89525848,7,,
2017,95402990,89525956,7,,
2017,95403088,89526076,4,,
2017,95403278,89526296,7,,
2017,95403574,89526649,1,,
2017,95403635,89526737,4,,
2017,95404032,89527218,7,,
2017,95404748,89528060,7,,
2017,95404796,89528124,1,,
2017,95404838,89528179,7,,
2017,95404946,89528298,7,,
2017,95404962,89528318,6,,
2017,95404993,89528349,1,,
2017,95405036,89528394,6,,
2017,95405226,89528611,7,,
2017,95405325,89528727,5,,
2017,95405320,89528727,7,,
2017,95405375,89528787,7,,
2017,95405405,89528829,7,,
2017,95405566,89529000,1,,
2017,95405657,89529104,4,,
2017,95405720,89529197,7,,
2017,95405772,89529277,7,,
2017,95405809,89529310,6,,
2017,95405908,89529408,6,,
2017,95406063,89529595,7,,
2017,95406078,89529615,7,,
2017,95406107,89529642,7,,
2017,95406185,89529716,7,,
2017,95406281,89529817,7,,
2017,95406710,89530322,7,,
2017,95406770,89530388,5,,
2017,95406764,89530388,7,,
2017,95407043,89530697,6,,
2017,95407206,89530875,4,,
2017,95407305,89530992,7,,
2017,95407302,89530992,4,,
2017,95407518,89531243,7,,
2017,95407544,89531275,4,,
2017,95407559,89531296,7,,
2017,95407583,89531315,7,,
2017,95407703,89531452,6,,
2017,95408022,89531813,7,,
2017,95408057,89531850,6,,
2017,95408124,89531929,1,,
2017,95408221,89532018,7,,
2017,95408387,89532209,7,,
2017,95408986,89532866,7,,
2017,95409034,89532934,7,,
2017,95409067,89532968,7,,
2017,95409099,89533006,7,,
2017,95409324,89533261,7,,
2017,95409415,89533358,7,,
2017,95409507,89533442,7,,
2017,95409685,89533625,7,,
2017,95409690,89533625,5,,
2017,95409805,89533727,1,,
2017,95409839,89533764,4,,
2017,95409938,89533879,7,,
2017,95410152,89534144,7,,
2017,95410236,89534233,4,,
2017,95410306,89534309,7,,
2017,95410365,89534373,6,,
2017,95410410,89534419,7,,
2017,95410438,89534445,4,,
2017,95410597,89534609,7,,
2017,95410689,89534700,3,,
2017,95410766,89534789,1,,
2017,95410765,89534789,4,,
2017,95410979,89535014,4,,
2017,95411087,89535122,7,1,
2017,95411395,89535445,1,,
2017,95411451,89535504,7,,
2017,95411669,89535750,4,,
2017,95411748,89535836,7,,
2017,95411855,89535948,7,,
2017,95411905,89535999,6,,
2017,95412063,89536182,5,,
2017,95412059,89536182,7,,
2017,95412283,89536446,6,,
2017,96249221,90425130,7,,
2017,96249336,90425271,4,,
2017,96249386,90425322,4,,
2017,96249458,90425407,5,,
2017,96249446,90425407,7,,
2017,96249454,90425407,6,,
2017,96249499,90425452,6,,
2017,96249505,90425457,6,,
2017,96249534,90425495,6,,
2017,96250330,90426350,6,,
2017,96250359,90426382,5,,1
2017,96250364,90426382,7,1,
2017,96250555,90426596,7,,
2017,96250585,90426626,7,,
2017,96250612,90426654,6,,
2017,96251013,90427051,6,,
2017,96251812,90427884,7,,
2017,96252125,90428222,7,,
2017,96252314,90428413,7,1,
2017,96252292,90428417,5,,1
2017,96252309,90428417,7,1,
2017,96252460,90428566,5,,1
2017,96252465,90428566,7,1,
2017,96252576,90428680,6,,
2017,96252567,90428680,3,,
2017,96252649,90428754,6,,
2017,96252763,90428870,7,,
2017,96252820,90428928,4,,
2017,96252904,90429019,5,,
2017,96252901,90429019,4,,
2017,96252907,90429019,7,,
2017,96252939,90429052,6,,
2017,96253016,90429141,7,,
2017,96253051,90429174,6,,
2017,96253192,90429321,7,1,
2017,96253178,90429321,5,,1
2017,96253200,90429336,7,,
2017,96253267,90429408,1,,
2017,96253284,90429427,6,,
2017,96253385,90429539,1,,
2017,96253406,90429589,6,,
2017,96253493,90429648,7,,
2017,96253551,90429708,1,,
2017,96253594,90429768,6,,
2017,96253785,90429980,7,,
2017,96253916,90430127,7,,
2017,96253921,90430133,7,,
2017,96253944,90430157,7,,
2017,96253980,90430214,1,,
2017,96253993,90430214,6,,
2017,96253995,90430213,1,,
2017,96254036,90430265,7,,
2017,96254029,90430265,5,,
2017,96254085,90430333,7,,
2017,96254104,90430347,7,1,
2017,96254101,90430347,5,,1
2017,96254208,90430460,7,,
2017,96254262,90430539,7,,
2017,96254281,90430561,1,,
2017,96254305,90430587,7,1,
2017,96254299,90430587,5,,1
2017,96254310,90430592,7,,
2017,96254363,90430643,7,,
2017,96254360,90430643,5,,
2017,96254440,90430722,7,,
2017,96254457,90430742,7,,
2017,96254497,90430788,7,,
2017,96254701,90431010,7,,
2017,96254740,90431050,4,,
2017,96254766,90431083,1,,
2017,96254775,90431097,7,,
2017,96254802,90431133,1,,
2017,96254806,90431133,7,,
2017,96254916,90431246,7,,
2017,96255379,90431745,7,,
2017,96255480,90431844,3,,
2017,96255489,90431851,7,,
2017,96255513,90431870,7,,
2017,96255641,90432025,6,,
2017,96255632,90432025,1,,
2017,96255690,90432057,4,,
2017,96255721,90432084,7,,
2017,96255860,90432226,6,,
2017,96255881,90432254,4,,
2017,96255893,90432254,7,,
2017,96255922,90432280,6,,
2017,96256006,90432363,1,,
2017,96256035,90432395,3,,
2017,96256089,90432464,4,,
2017,96256100,90432464,7,,
2017,97093314,91348737,5,,
2017,97093319,91348737,6,,
2017,97093351,91348770,7,,
2017,97093430,91348846,7,,
2017,97093531,91348968,7,,
2017,97093584,91349022,7,,
2017,97093795,91349237,4,,
2017,97093901,91349332,7,,
2017,96268709,90446070,6,,
2017,96268848,90446206,7,1,
2017,96268849,90446206,5,,1
2017,96269352,90446721,7,,
2017,96269462,90446840,7,,
2017,96269508,90446889,1,,
2017,96269652,90447054,7,2,
2017,96269656,90447054,5,,1
2017,96269776,90447182,7,,
2017,96269777,90447182,5,,
2017,96704747,90921090,3,,
2017,96704763,90921117,7,,
2017,96704812,90921158,7,,
2017,96704930,90921311,7,,
2017,96704933,90921311,5,,
2017,96705006,90921383,4,,
2017,96705053,90921427,7,,
2017,96705093,90921468,7,,
2017,96705214,90921597,7,,
2017,96705227,90921613,7,,
2017,96705231,90921613,5,,
2017,96705248,90921634,7,,
2017,96705247,90921636,5,,
2017,96705244,90921636,7,,
2017,96705290,90921678,7,,
2017,96705307,90921696,7,1,
2017,96705425,90921823,7,,
2017,96705438,90921837,7,,
2017,96705466,90921871,7,,
2017,96705469,90921878,4,,
2017,96705477,90921889,7,,
2017,96705514,90921941,3,,
2017,96705518,90921941,7,,
2017,96705528,90921954,4,,
2017,96705543,90921968,5,,1
2017,96705542,90921968,7,1,
2017,96705656,90922085,7,,
2017,96705829,90922301,5,,
2017,96705827,90922301,7,,
2017,96705978,90922473,7,,
2017,96705989,90922489,4,,
2017,96706027,90922529,7,,
2017,96706083,90922588,7,,
2017,96706112,90922625,7,,
2017,96706116,90922625,5,,
2017,96706124,90922641,7,,
2017,96706145,90922669,4,,
2017,96706156,90922683,1,,
2017,96706199,90922749,7,,
2017,96706297,90922868,7,,
2017,96706343,90922914,7,,
2017,96706347,90922916,1,,
2017,96706493,90923078,7,,
2017,96706491,90923078,4,,
2017,96706501,90923080,7,,
2017,96706560,90923137,7,,
2017,96706785,90923419,7,,
2017,96706817,90923449,7,,
2017,96706828,90923462,7,,
2017,96706837,90923468,7,,
2017,96706850,90923485,7,,
2017,96706847,90923482,7,,
2017,96706879,90923526,7,,
2017,96706904,90923554,7,,
2017,96706907,90923561,7,,
2017,96707157,90923845,7,,
2017,96707274,90923999,7,,
2017,96707271,90923999,5,,
2017,96707286,90924015,7,,
2017,96707321,90924058,7,1,
2017,96707324,90924058,5,,1
2017,96707391,90924146,7,,
2017,96707395,90924146,5,,
2017,96707484,90924275,7,,
2017,96707494,90924282,7,,
2017,96707508,90924297,4,,
2017,96707530,90924325,7,,
2017,96707577,90924383,7,,
2017,96707616,90924426,7,,
2017,96707640,90924449,7,,
2017,96707677,90924499,4,,
2017,96707686,90924506,7,,
2017,96707711,90924537,7,,
2017,96707746,90924572,7,,
2017,96707752,90924583,7,,
2017,96707817,90924661,7,1,
2017,96707822,90924661,5,,1
2017,96707903,90924754,7,,
2017,96707916,90924776,4,,
2017,96707946,90924809,5,,
2017,96707941,90924809,7,,
2017,96707949,90924810,5,,1
2017,96707947,90924810,7,1,
2017,96708000,90924866,7,,
2017,96708009,90924881,7,1,
2017,96708024,90924900,7,,
2017,96708069,90924949,3,,
2017,96708168,90925082,7,,
2017,96708183,90925100,7,,
2017,96708243,90925180,1,,
2017,96708261,90925205,4,,
2017,96708265,90925209,4,,
2017,96708315,90925282,7,,
2017,96708343,90925316,6,,
2017,96708364,90925338,7,,
2017,96708366,90925340,7,,
2017,96708389,90925370,1,,
2017,96708396,90925379,5,,
2017,96708388,90925379,7,,
2017,96663243,90877709,1,,
2017,96663247,90877709,6,,
2017,96663291,90877771,3,,
2017,96663421,90877888,6,,
2017,96663444,90877923,7,,
2017,96663587,90878058,7,,
2017,96663799,90878263,7,,
2017,96664055,90878499,7,,
2017,96665127,90879530,7,,
2017,96665382,90879783,7,,
2017,96665417,90879823,6,,
2017,96665748,90880144,7,,
2017,96665818,90880235,1,,
2017,96665944,90880371,7,,
2017,96666086,90880519,7,,
2017,96667613,90882060,7,,
2017,96667718,90882173,7,,
2017,96667738,90882195,7,,
2017,96668084,90882538,6,,
2017,96670216,90884710,6,,
2017,96672111,90886591,7,,
2017,96672116,90886591,4,,
2017,96672133,90886591,5,,
2017,96672353,90886799,6,,
2017,96672492,90886921,5,,1
2017,96672473,90886921,7,1,
2017,96672791,90887206,7,,
2017,96672906,90887324,5,,
2017,96672903,90887324,7,,
2017,95970302,90129815,7,,
2017,95970299,90129815,4,,
2017,95970379,90129915,4,,
2017,95970382,90129915,7,,
2017,95970393,90129934,7,,
2017,95970584,90130163,7,,
2017,95970606,90130190,4,,
2017,95970599,90130190,1,,
2017,95970634,90130216,7,,
2017,95970976,90130625,5,,
2017,95970977,90130625,7,,
2017,95971893,90131524,5,,
2017,95971940,90131578,6,,
2017,95972162,90131863,7,,
2017,95972228,90131935,6,,
2017,95972372,90132096,6,,
2017,95972460,90132200,4,,
2017,95972473,90132219,7,,
2017,95972924,90132698,4,,
2017,95972977,90132770,3,,
2017,95973146,90132937,7,,
2017,95973451,90133259,7,,
2017,95973472,90133295,5,,1
2017,95973477,90133295,7,1,
2017,95973743,90133562,7,,
2017,95973900,90133723,4,,
2017,95974028,90133844,7,,
2017,95974180,90134004,4,,
2017,95974302,90134129,7,,
2017,95974336,90134166,4,,
2017,95974921,90134776,7,,
2017,95975102,90134982,6,,
2017,95975217,90135101,1,,
2017,95975244,90135132,7,,
2017,95975272,90135160,7,,
2017,95975287,90135179,6,,
2017,95975452,90135360,6,,
2017,95975593,90135533,3,,
2017,95976592,90136531,6,,
2017,95976806,90136740,6,,
2017,95976912,90136857,7,,
2017,95977012,90136960,7,,
2017,95977159,90137120,7,,
2017,95985638,90145916,7,,
2017,95986933,90147233,7,,
2017,95987346,90147622,6,,
2017,95987555,90147858,7,,
2017,95987784,90148097,7,,
2017,95987841,90148151,4,,
2017,95988186,90148508,5,,
2017,95988183,90148508,7,,
2017,95988244,90148563,5,,1
2017,95988242,90148563,7,1,
2017,95988259,90148586,7,1,
2017,95988263,90148586,5,,1
2017,95988460,90148810,6,,
2017,95988511,90148872,7,,
2017,95988724,90149117,7,,
2017,95989112,90149499,4,,
2017,95989236,90149619,7,,
2017,95989252,90149640,7,,
2017,95989315,90149706,7,,
2017,95989783,90150181,1,,
2017,95990192,90150594,7,,
2017,95990255,90150668,7,,
2017,95990281,90150695,7,,
2017,95990317,90150732,7,,
2017,95990327,90150751,6,,
2017,95990376,90150795,4,,
2017,95990409,90150835,7,,
2017,95990413,90150839,7,,
2017,95990422,90150850,7,,
2017,95990442,90150870,7,,
2017,95990495,90150914,7,1,
2017,95990497,90150914,5,,1
2017,95990534,90150957,1,,
2017,95990826,90151285,7,,
2017,95990828,90151285,5,,
2017,95991058,90151546,7,,
2017,95991197,90151707,7,,
2017,95991551,90152134,4,,
2017,95991605,90152192,7,,
2017,95991633,90152219,4,,
2017,95991682,90152267,7,,
2017,95991932,90152516,7,,
2017,95993807,90154633,6,,
2017,95993861,90154716,7,,
2017,95993927,90154785,7,,
2017,95993965,90154830,7,1,
2017,95994013,90154885,5,,
2017,95994012,90154885,7,,
2017,95994099,90155000,3,,
2017,95994324,90155308,7,,
2017,95995006,90156074,7,,
2017,95995005,90156097,3,,
2017,95995025,90156097,6,,
2017,95995114,90156203,4,,
2017,95995165,90156263,7,,
2017,96249092,90424965,6,,
2017,96249112,90424983,6,,
2017,96249192,90425088,7,1,
2017,96249198,90425094,4,,
2017,96249387,90425323,6,,
2017,96249452,90425403,6,,
