"YEARLY_AGENCY_ID","AGENCY_ID","DATA_YEAR","ORI","LEGACY_ORI","COVERED_BY_LEGACY_ORI","DIRECT_CONTRIBUTOR_FLAG","DORMANT_FLAG","DORMANT_YEAR","REPORTING_TYPE","UCR_AGENCY_NAME","NCIC_AGENCY_NAME","PUB_AGENCY_NAME","PUB_AGENCY_UNIT","AGENCY_STATUS","STATE_ID","STATE_NAME","STATE_ABBR","STATE_POSTAL_ABBR","DIVISION_CODE","DIVISION_NAME","REGION_CODE","REGION_NAME","REGION_DESC","AGENCY_TYPE_NAME","POPULATION","SUBMITTING_AGENCY_ID","SAI","SUBMITTING_AGENCY_NAME","SUBURBAN_AREA_FLAG","POPULATION_GROUP_ID","POPULATION_GROUP_CODE","POPULATION_GROUP_DESC","PARENT_POP_GROUP_CODE","PARENT_POP_GROUP_DESC","MIP_FLAG","POP_SORT_ORDER","SUMMARY_RAPE_DEF","PE_REPORTED_FLAG","MALE_OFFICER","MALE_CIVILIAN","PED.MALE_OFFICER+PED.MALE_CIVILIAN","FEMALE_OFFICER","FEMALE_CIVILIAN","PED.FEMALE_CIVILIAN+PED.FEMALE_OFFICER","0","0","NIBRS_CERT_DATE","NIBRS_START_DATE","NIBRS_LEOKA_START_DATE","NIBRS_CT_START_DATE","NIBRS_MULTI_BIAS_START_DATE","NIBRS_OFF_ETH_START_DATE","COVERED_FLAG","COUNTY_NAME","MSA_NAME","PUBLISHABLE_FLAG","PARTICIPATED","NIBRS_PARTICIPATED"
187532017,18753,2017,"TX0010100","TX0010100","","N","N",,"I","PALESTINE","PALESTINE POLICE DEPT","Palestine","","A",48,"Texas","TX","TX","7","West South Central","3","South","Region III","City",18316,23393,"TXUCR0001","Texas Department of Public Safety Crime Information Bureau Uniform Crime Reporting","N",9,"5","Cities from 10,000 thru 24,999","5","Cities from 10,000 thru 24,999","N",2,"R","N",,,,,,,0,0,01-JAN-97,01-FEB-17,01-FEB-17,01-DEC-17,01-DEC-17,01-DEC-17,"N","ANDERSON","Non-MSA","Y","Y","Y"
187542017,18754,2017,"TX0010300","TX0010300","","N","N",,"I","FRANKSTON","FRANKSTON PD","Frankston","","A",48,"Texas","TX","TX","7","West South Central","3","South","Region III","City",1199,23393,"TXUCR0001","Texas Department of Public Safety Crime Information Bureau Uniform Crime Reporting","N",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","N",,,,,,,0,0,01-JAN-97,01-OCT-16,01-OCT-16,01-OCT-16,01-OCT-16,01-OCT-16,"N","HENDERSON; ANDERSON","Non-MSA","Y","Y","Y"
187722017,18772,2017,"TX0070100","TX0070100","","N","N",,"I","LYTLE","LYTLE PD","Lytle","","A",48,"Texas","TX","TX","7","West South Central","3","South","Region III","City",2967,23393,"TXUCR0001","Texas Department of Public Safety Crime Information Bureau Uniform Crime Reporting","Y",10,"6","Cities from 2,500 thru 9,999","6","Cities from 2,500 thru 9,999","N",2,"R","Y",8,0,8,0,1,1,0,0,01-JAN-97,01-DEC-17,01-DEC-17,01-JUL-18,01-JUL-18,01-JUL-18,"N","BEXAR; MEDINA; ATASCOSA","San Antonio-New Braunfels, TX","Y","Y","Y"
187772017,18777,2017,"TX0080100","TX0080100","","N","N",,"I","BELLVILLE","BELLVILLE PD","Bellville","","A",48,"Texas","TX","TX","7","West South Central","3","South","Region III","City",4304,23393,"TXUCR0001","Texas Department of Public Safety Crime Information Bureau Uniform Crime Reporting","Y",10,"6","Cities from 2,500 thru 9,999","6","Cities from 2,500 thru 9,999","N",2,"R","Y",10,0,10,1,1,2,0,0,01-JAN-97,01-FEB-17,01-FEB-17,01-DEC-17,01-DEC-17,01-DEC-17,"N","AUSTIN","Houston-The Woodlands-Sugar Land, TX","Y","Y","Y"
187892017,18789,2017,"TX0120100","TX0120100","","N","N",,"I","SEYMOUR","SEYMOUR PD","Seymour","","A",48,"Texas","TX","TX","7","West South Central","3","South","Region III","City",2717,23393,"TXUCR0001","Texas Department of Public Safety Crime Information Bureau Uniform Crime Reporting","N",10,"6","Cities from 2,500 thru 9,999","6","Cities from 2,500 thru 9,999","N",2,"R","Y",6,0,6,0,1,1,0,0,01-JAN-97,01-DEC-16,01-DEC-16,01-DEC-16,01-DEC-16,01-DEC-16,"N","BAYLOR","Non-MSA","Y","Y","Y"
187902017,18790,2017,"TX0130000","TX0130000","","N","N",,"I","BEE","BEE CO SO BEEVILLE","Bee","","A",48,"Texas","TX","TX","7","West South Central","3","South","Region III","County",19545,23393,"TXUCR0001","Texas Department of Public Safety Crime Information Bureau Uniform Crime Reporting","N",15,"8C","Non-MSA counties from 10,000 thru 24,999","8","Non-MSA Counties","N",3,"R","N",,,,,,,0,0,01-JAN-97,01-OCT-16,01-OCT-16,01-JUL-18,01-JUL-18,01-JUL-18,"N","BEE","Non-MSA","Y","Y","Y"
187982017,18798,2017,"TX0140700","TX0140700","","N","N",,"I","TEMPLE","TEMPLE PD","Temple","","A",48,"Texas","TX","TX","7","West South Central","3","South","Region III","City",74794,23393,"TXUCR0001","Texas Department of Public Safety Crime Information Bureau Uniform Crime Reporting","N",7,"3","Cities from 50,000 thru 99,000","3","Cities from 50,000 thru 99,000","N",2,"R","N",,,,,,,0,0,01-JAN-97,01-JAN-03,01-APR-15,01-APR-15,01-APR-15,01-APR-15,"N","BELL","Killeen-Temple, TX","Y","Y","Y"
188092017,18809,2017,"TX0150300","TX0150300","","N","N",,"I","CASTLE HILLS","CASTLE HILLS POLICE DEPT","Castle Hills","","A",48,"Texas","TX","TX","7","West South Central","3","South","Region III","City",4533,23393,"TXUCR0001","Texas Department of Public Safety Crime Information Bureau Uniform Crime Reporting","Y",10,"6","Cities from 2,500 thru 9,999","6","Cities from 2,500 thru 9,999","N",2,"R","Y",21,3,24,0,4,4,0,0,01-JAN-97,01-APR-17,01-APR-17,01-MAR-18,01-MAR-18,01-MAR-18,"N","BEXAR","San Antonio-New Braunfels, TX","Y","Y","Y"
188102017,18810,2017,"TX0150500","TX0150500","","N","N",,"I","CONVERSE","CONVERSE PD","Converse","","A",48,"Texas","TX","TX","7","West South Central","3","South","Region III","City",23510,23393,"TXUCR0001","Texas Department of Public Safety Crime Information Bureau Uniform Crime Reporting","Y",9,"5","Cities from 10,000 thru 24,999","5","Cities from 10,000 thru 24,999","N",2,"R","Y",33,8,41,6,11,17,0,0,01-JAN-97,01-AUG-16,01-AUG-16,01-AUG-16,01-AUG-16,01-AUG-16,"N","BEXAR","San Antonio-New Braunfels, TX","Y","Y","Y"
188122017,18812,2017,"TX0150800","TX0150800","","N","N",,"I","HOLLYWOOD PARK","HOLLYWOOD PARK POLICE DEPT","Hollywood Park","","A",48,"Texas","TX","TX","7","West South Central","3","South","Region III","City",3371,23393,"TXUCR0001","Texas Department of Public Safety Crime Information Bureau Uniform Crime Reporting","Y",10,"6","Cities from 2,500 thru 9,999","6","Cities from 2,500 thru 9,999","N",2,"R","Y",0,0,0,0,0,0,0,0,01-JAN-97,01-OCT-16,01-OCT-16,01-OCT-16,01-OCT-16,01-OCT-16,"N","BEXAR","San Antonio-New Braunfels, TX","Y","Y","Y"
