"","customer_id","rating","rating_date","movie_id","movie_year","title"
"1",968796,3,2005-02-06,3,1997,"Character"
"2",1904916,4,2003-05-20,3,1997,"Character"
"3",964421,3,2003-05-16,3,1997,"Character"
"4",111343,4,2004-12-08,3,1997,"Character"
"5",1455726,3,2004-06-02,30,2003,"Something's Gotta Give"
"6",2413408,3,2005-10-21,30,2003,"Something's Gotta Give"
"7",2052543,3,2004-04-05,30,2003,"Something's Gotta Give"
"8",2590457,4,2004-04-20,30,2003,"Something's Gotta Give"
"9",624334,4,2004-07-02,30,2003,"Something's Gotta Give"
"10",441153,5,2004-06-14,30,2003,"Something's Gotta Give"
"11",747066,3,2004-08-03,30,2003,"Something's Gotta Give"
"12",2398517,3,2004-05-06,30,2003,"Something's Gotta Give"
"13",2417642,2,2004-04-24,30,2003,"Something's Gotta Give"
"14",38432,3,2004-08-10,30,2003,"Something's Gotta Give"
"15",1278677,3,2004-08-02,30,2003,"Something's Gotta Give"
"16",1583917,5,2005-09-02,30,2003,"Something's Gotta Give"
"17",2209439,4,2005-03-08,30,2003,"Something's Gotta Give"
"18",6890,3,2005-06-04,30,2003,"Something's Gotta Give"
"19",1981333,3,2005-10-29,30,2003,"Something's Gotta Give"
"20",606757,3,2005-01-19,30,2003,"Something's Gotta Give"
"21",850464,4,2004-05-04,30,2003,"Something's Gotta Give"
"22",2455472,4,2004-08-19,30,2003,"Something's Gotta Give"
"23",806406,4,2005-09-14,30,2003,"Something's Gotta Give"
"24",2481937,5,2004-04-01,30,2003,"Something's Gotta Give"
"25",771210,4,2004-08-23,30,2003,"Something's Gotta Give"
"26",1234629,3,2005-02-22,30,2003,"Something's Gotta Give"
"27",2507537,4,2005-03-23,30,2003,"Something's Gotta Give"
"28",2266092,3,2005-09-09,30,2003,"Something's Gotta Give"
"29",1376525,5,2005-08-23,30,2003,"Something's Gotta Give"
"30",972650,5,2005-06-25,30,2003,"Something's Gotta Give"
"31",2533015,3,2005-10-28,30,2003,"Something's Gotta Give"
"32",1591568,3,2005-08-01,30,2003,"Something's Gotta Give"
"33",810387,3,2004-11-28,30,2003,"Something's Gotta Give"
"34",2128215,3,2005-07-17,30,2003,"Something's Gotta Give"
"35",1967970,4,2004-05-24,30,2003,"Something's Gotta Give"
"36",1422465,5,2004-07-28,30,2003,"Something's Gotta Give"
"37",1055531,5,2004-05-29,30,2003,"Something's Gotta Give"
"38",420871,4,2004-11-26,30,2003,"Something's Gotta Give"
"39",243778,3,2005-11-13,30,2003,"Something's Gotta Give"
"40",2243197,5,2004-06-26,30,2003,"Something's Gotta Give"
"41",1852563,4,2004-05-27,30,2003,"Something's Gotta Give"
"42",1116791,5,2004-08-25,30,2003,"Something's Gotta Give"
"43",1425147,3,2005-02-28,30,2003,"Something's Gotta Give"
"44",223237,4,2005-10-12,30,2003,"Something's Gotta Give"
"45",1278340,3,2005-10-28,30,2003,"Something's Gotta Give"
"46",1271916,3,2004-04-27,30,2003,"Something's Gotta Give"
"47",2283008,4,2004-05-30,30,2003,"Something's Gotta Give"
"48",1046762,4,2005-09-19,30,2003,"Something's Gotta Give"
"49",380932,4,2004-04-06,30,2003,"Something's Gotta Give"
"50",1202659,5,2005-03-09,30,2003,"Something's Gotta Give"
"51",118136,4,2005-03-05,30,2003,"Something's Gotta Give"
"52",1237269,2,2005-09-26,30,2003,"Something's Gotta Give"
"53",1195757,3,2005-08-21,30,2003,"Something's Gotta Give"
"54",38226,1,2004-08-20,30,2003,"Something's Gotta Give"
"55",401838,4,2005-01-04,30,2003,"Something's Gotta Give"
"56",1710410,4,2005-05-03,30,2003,"Something's Gotta Give"
"57",269358,3,2004-06-07,30,2003,"Something's Gotta Give"
"58",2401335,3,2005-06-21,30,2003,"Something's Gotta Give"
"59",2054156,3,2005-07-15,30,2003,"Something's Gotta Give"
"60",1966258,3,2005-09-25,30,2003,"Something's Gotta Give"
"61",427320,3,2005-11-17,30,2003,"Something's Gotta Give"
"62",293242,4,2004-10-27,30,2003,"Something's Gotta Give"
"63",1245774,4,2004-12-28,30,2003,"Something's Gotta Give"
"64",2613275,4,2004-05-11,30,2003,"Something's Gotta Give"
"65",1041609,5,2004-09-17,30,2003,"Something's Gotta Give"
"66",618234,4,2004-06-16,30,2003,"Something's Gotta Give"
"67",2553810,4,2005-08-23,30,2003,"Something's Gotta Give"
"68",2221546,4,2004-09-02,30,2003,"Something's Gotta Give"
"69",579758,2,2005-12-05,30,2003,"Something's Gotta Give"
"70",1281022,5,2004-07-21,30,2003,"Something's Gotta Give"
"71",2014770,5,2004-06-21,30,2003,"Something's Gotta Give"
"72",1307828,4,2005-03-29,30,2003,"Something's Gotta Give"
"73",2571849,2,2005-11-01,30,2003,"Something's Gotta Give"
"74",1330073,4,2004-06-27,30,2003,"Something's Gotta Give"
"75",547108,4,2004-04-18,30,2003,"Something's Gotta Give"
"76",65618,2,2005-02-21,30,2003,"Something's Gotta Give"
"77",2485908,5,2004-04-28,30,2003,"Something's Gotta Give"
"78",103720,4,2004-05-26,30,2003,"Something's Gotta Give"
"79",501499,5,2005-10-24,30,2003,"Something's Gotta Give"
"80",379445,3,2004-05-14,30,2003,"Something's Gotta Give"
"81",1786460,2,2004-11-29,30,2003,"Something's Gotta Give"
"82",483293,2,2005-06-28,30,2003,"Something's Gotta Give"
"83",335510,4,2004-07-26,30,2003,"Something's Gotta Give"
"84",587618,4,2004-05-28,30,2003,"Something's Gotta Give"
"85",823699,5,2004-04-05,30,2003,"Something's Gotta Give"
"86",1803925,3,2004-09-07,30,2003,"Something's Gotta Give"
"87",448828,4,2004-07-30,30,2003,"Something's Gotta Give"
"88",1908988,4,2004-11-18,30,2003,"Something's Gotta Give"
"89",1967954,3,2005-01-31,30,2003,"Something's Gotta Give"
"90",2455117,3,2005-09-03,30,2003,"Something's Gotta Give"
"91",917353,3,2004-06-02,30,2003,"Something's Gotta Give"
"92",510573,3,2004-12-28,30,2003,"Something's Gotta Give"
"93",2059327,3,2005-03-13,30,2003,"Something's Gotta Give"
"94",796278,3,2005-04-05,30,2003,"Something's Gotta Give"
"95",585655,3,2005-01-26,30,2003,"Something's Gotta Give"
"96",497016,5,2005-04-06,30,2003,"Something's Gotta Give"
"97",2301601,4,2004-07-19,30,2003,"Something's Gotta Give"
"98",1595080,4,2005-04-05,30,2003,"Something's Gotta Give"
"99",1173675,3,2005-10-23,30,2003,"Something's Gotta Give"
"100",1190638,4,2005-08-23,30,2003,"Something's Gotta Give"
"101",663719,5,2004-11-29,30,2003,"Something's Gotta Give"
"102",1538351,3,2005-03-26,30,2003,"Something's Gotta Give"
"103",1025144,4,2005-09-28,30,2003,"Something's Gotta Give"
"104",1576612,5,2004-12-03,30,2003,"Something's Gotta Give"
"105",2029033,3,2005-10-13,30,2003,"Something's Gotta Give"
"106",2034236,5,2005-10-16,30,2003,"Something's Gotta Give"
"107",1806177,4,2004-04-12,30,2003,"Something's Gotta Give"
"108",703470,2,2005-01-05,30,2003,"Something's Gotta Give"
"109",1496975,5,2005-04-21,30,2003,"Something's Gotta Give"
"110",349938,4,2005-10-25,30,2003,"Something's Gotta Give"
"111",1108503,4,2004-09-23,30,2003,"Something's Gotta Give"
"112",208022,5,2004-09-24,30,2003,"Something's Gotta Give"
"113",1582083,4,2004-11-17,30,2003,"Something's Gotta Give"
"114",1093936,4,2004-04-05,30,2003,"Something's Gotta Give"
"115",105454,2,2005-11-07,30,2003,"Something's Gotta Give"
"116",2544040,3,2005-07-17,30,2003,"Something's Gotta Give"
"117",1190271,5,2004-11-20,30,2003,"Something's Gotta Give"
"118",1001878,4,2004-07-20,30,2003,"Something's Gotta Give"
"119",2194204,2,2004-04-16,30,2003,"Something's Gotta Give"
"120",2361274,3,2005-11-07,30,2003,"Something's Gotta Give"
"121",866350,4,2004-12-13,30,2003,"Something's Gotta Give"
"122",1878498,4,2005-02-14,30,2003,"Something's Gotta Give"
"123",943811,2,2005-09-29,30,2003,"Something's Gotta Give"
"124",1897621,5,2004-06-04,30,2003,"Something's Gotta Give"
"125",10870,4,2005-07-08,30,2003,"Something's Gotta Give"
"126",2556506,4,2005-10-01,30,2003,"Something's Gotta Give"
